"","X","datasets_id","k","generator","dic_constrained_withoutstrategies","dic_constrained_withstrategies","dic_unconstrained_withoutstrategies","dic_unconstrained_withstrategies","dicdiff_with","dicdiff_without","dicdiff_diff","dicdiff_with_filter","dicdiff_without_filter"
"1",1,1,1,"unconstrained",4096.39779788749,4025.11549529038,3796.05213362738,3817.69990550707,207.41558978331,300.34566426011,92.9300744768002,FALSE,FALSE
"2",2,2,2,"unconstrained",3911.75296044341,3645.2576488324,2736.36651281248,2785.03704236005,860.22060647235,1175.38644763093,315.16584115858,FALSE,FALSE
"3",3,3,3,"unconstrained",4120.56607221022,4075.02080538007,3482.83020220363,3487.0380553975,587.98274998257,637.73587000659,49.7531200240201,FALSE,FALSE
"4",4,4,4,"unconstrained",3828.77749267789,3826.98605567681,3128.00587483035,3133.79776519206,693.18829048475,700.77161784754,7.58332736279044,FALSE,FALSE
"5",5,5,5,"unconstrained",4108.05313118569,3953.87170404513,3369.76984638017,3376.1609649556,577.71073908953,738.28328480552,160.57254571599,FALSE,FALSE
"6",6,6,6,"unconstrained",4073.27538082562,4013.39764424731,3433.61421627349,3446.72903776621,566.6686064811,639.66116455213,72.9925580710296,FALSE,FALSE
"7",7,7,7,"unconstrained",4013.13437187729,3927.06771444037,3419.12976742204,3432.34827223423,494.71944220614,594.00460445525,99.2851622491103,FALSE,FALSE
"8",8,8,8,"unconstrained",4207.14002144379,4151.62710223238,3676.5296246045,3698.55157158835,453.07553064403,530.61039683929,77.5348661952598,FALSE,FALSE
"9",9,9,9,"unconstrained",4120.70424329513,4106.61388488287,3127.1992421269,3144.9187288115,961.69515607137,993.50500116823,31.8098450968605,FALSE,FALSE
"10",10,10,10,"unconstrained",3686.72815077004,3660.47538882999,3185.89910428038,3181.65542551538,478.81996331461,500.82904648966,22.0090831750499,FALSE,FALSE
"11",11,11,11,"unconstrained",3746.13576870697,3673.36737073915,3041.06975059439,3071.05684162133,602.31052911782,705.06601811258,102.75548899476,FALSE,FALSE
"12",12,12,12,"unconstrained",4026.71573117458,3920.82769536126,3409.52537017755,3434.62936997218,486.19832538908,617.19036099703,130.99203560795,FALSE,FALSE
"13",13,13,13,"unconstrained",3827.83118960924,3759.73238252343,3053.63383489458,3081.30025623755,678.43212628588,774.19735471466,95.7652284287801,FALSE,FALSE
"14",14,14,14,"unconstrained",3851.5791562545,3847.64591605454,3446.43698844844,3478.09453950223,369.55137655231,405.14216780606,35.59079125375,FALSE,FALSE
"15",15,15,15,"unconstrained",4119.03133902068,4086.97762566259,3825.31907119171,3847.05956009486,239.91806556773,293.71226782897,53.7942022612401,FALSE,FALSE
"16",16,16,16,"unconstrained",3899.83874727884,3847.77379191685,3309.05715797833,3327.98124020472,519.79255171213,590.78158930051,70.9890375883801,FALSE,FALSE
"18",18,18,18,"unconstrained",3906.31017537922,3871.50732764478,3013.11307222187,3055.78655513848,815.7207725063,893.19710315735,77.4763306510495,FALSE,FALSE
"19",19,19,19,"unconstrained",3953.31485264948,3875.01020864086,3172.75360525673,3195.42356501903,679.58664362183,780.56124739275,100.97460377092,FALSE,FALSE
"20",20,20,20,"unconstrained",3795.98479389531,3639.41030650456,2881.40542603735,2898.42651632024,740.98379018432,914.57936785796,173.59557767364,FALSE,FALSE
"21",21,21,1,"constrained",3099.43708677325,3122.13360105646,3146.12169251099,3160.80870726238,-38.6751062059197,-46.6846057377402,-8.00949953182044,FALSE,FALSE
"22",22,22,2,"constrained",3151.44521450115,3176.99895056234,3182.80892242546,3194.90246592013,-17.9035153577902,-31.3637079243099,-13.4601925665197,FALSE,FALSE
"23",23,23,3,"constrained",3602.91736711313,3615.55976592907,3654.54720231569,3678.79126532581,-63.2314993967398,-51.6298352025601,11.6016641941796,FALSE,FALSE
"24",24,24,4,"constrained",2631.25274808317,2627.87124476055,2671.97064874339,2702.56386237812,-74.6926176175702,-40.71790066022,33.9747169573502,FALSE,FALSE
"25",25,25,5,"constrained",3121.34390240731,3145.67957685937,3166.10987164841,3190.65875578095,-44.9791789215797,-44.7659692410998,0.213209680479849,FALSE,FALSE
"27",27,27,7,"constrained",3456.58703558342,3485.28889741589,3483.90307118634,3513.87835649844,-28.5894590825501,-27.3160356029202,1.27342347962986,FALSE,FALSE
"28",28,28,8,"constrained",2763.50088384961,2789.59760818144,2784.0388044426,2801.86893591078,-12.2713277293396,-20.5379205929898,-8.2665928636502,FALSE,FALSE
"29",29,29,9,"constrained",2943.20856748697,2966.27225061804,3005.81056186554,3021.35196906214,-55.0797184441003,-62.60199437857,-7.52227593446969,FALSE,FALSE
"30",30,30,10,"constrained",3270.7701500278,3304.32687145971,3287.65879939517,3318.46705833268,-14.1401868729699,-16.8886493673699,-2.74846249439997,FALSE,FALSE
"31",31,31,11,"constrained",3319.33242860535,3386.27208032803,3362.77001417392,3377.45959357561,8.81248675241977,-43.4375855685703,-52.2500723209901,FALSE,FALSE
"32",32,32,12,"constrained",3677.50048492567,3702.05020063138,3735.60266125789,3767.10167551006,-65.05147487868,-58.1021763322196,6.94929854646034,FALSE,FALSE
"33",33,33,13,"constrained",3492.49939869891,3539.80756129188,3536.23987231328,3536.73366540867,3.0738958832103,-43.7404736143699,-46.8143694975802,FALSE,FALSE
"34",34,34,14,"constrained",2721.06806634472,2740.4701829326,2770.37626895955,2777.1870636915,-36.7168807589001,-49.30820261483,-12.5913218559299,FALSE,FALSE
"35",35,35,15,"constrained",3248.90185969787,3259.28535262068,3312.83739987122,3315.24285549256,-55.95750287188,-63.9355401733501,-7.97803730147007,FALSE,FALSE
"36",36,36,16,"constrained",3494.98374266312,3500.11240491948,3539.43048522168,3536.84239434879,-36.7299894293101,-44.4467425585599,-7.71675312924981,FALSE,FALSE
"37",37,37,17,"constrained",3503.51042365826,3518.85479722892,3511.20927856998,3539.35526091123,-20.5004636823101,-7.69885491171999,12.8016087705901,FALSE,FALSE
"38",38,38,18,"constrained",3169.89100167614,3177.2877333891,3199.78914071436,3224.20042928756,-46.9126958984598,-29.8981390382201,17.0145568602397,FALSE,FALSE
"39",39,39,19,"constrained",3535.41609775319,3540.00776748143,3553.22345476919,3584.70023807262,-44.6924705911897,-17.807357016,26.8851135751897,FALSE,FALSE
"40",40,40,20,"constrained",3650.44197451566,3676.85925891922,3690.84576017387,3694.06298004434,-17.20372112512,-40.4037856582099,-23.20006453309,FALSE,FALSE
[1] "Mon Jul  7 13:30:24 2014"
$constrained_dicdiff_diff
$constrained_dicdiff_diff$prop_better
[1] 0.4210526

$constrained_dicdiff_diff$mean_dic_improvement
[1] -4.202318

$constrained_dicdiff_diff$sd_dic_improvement
[1] 21.47212

$constrained_dicdiff_diff$min_dic_improvement
[1] -52.25007

$constrained_dicdiff_diff$max_dic_improvement
[1] 33.97472

$constrained_dicdiff_diff$N
[1] 19


$unconstrained_dicdiff_diff
$unconstrained_dicdiff_diff$prop_better
[1] 1

$unconstrained_dicdiff_diff$mean_dic_improvement
[1] 93.24051

$unconstrained_dicdiff_diff$sd_dic_improvement
[1] 69.20809

$unconstrained_dicdiff_diff$min_dic_improvement
[1] 7.583327

$unconstrained_dicdiff_diff$max_dic_improvement
[1] 315.1658

$unconstrained_dicdiff_diff$N
[1] 19


$unconstrained_dicdiff_with
$unconstrained_dicdiff_with$prop_better
[1] 1

$unconstrained_dicdiff_with$mean_dic_improvement
[1] 579.6837

$unconstrained_dicdiff_with$sd_dic_improvement
[1] 194.8878

$unconstrained_dicdiff_with$min_dic_improvement
[1] 207.4156

$unconstrained_dicdiff_with$max_dic_improvement
[1] 961.6952

$unconstrained_dicdiff_with$N
[1] 19


$unconstrained_dicdiff_without
$unconstrained_dicdiff_without$prop_better
[1] 1

$unconstrained_dicdiff_without$mean_dic_improvement
[1] 672.9242

$unconstrained_dicdiff_without$sd_dic_improvement
[1] 225.179

$unconstrained_dicdiff_without$min_dic_improvement
[1] 293.7123

$unconstrained_dicdiff_without$max_dic_improvement
[1] 1175.386

$unconstrained_dicdiff_without$N
[1] 19


$constrained_dicdiff_with
$constrained_dicdiff_with$prop_better
[1] 0.1052632

$constrained_dicdiff_with$mean_dic_improvement
[1] -34.81271

$constrained_dicdiff_with$sd_dic_improvement
[1] 23.15822

$constrained_dicdiff_with$min_dic_improvement
[1] -74.69262

$constrained_dicdiff_with$max_dic_improvement
[1] 8.812487

$constrained_dicdiff_with$N
[1] 19


$constrained_dicdiff_without
$constrained_dicdiff_without$prop_better
[1] 0

$constrained_dicdiff_without$mean_dic_improvement
[1] -39.01503

$constrained_dicdiff_without$sd_dic_improvement
[1] 15.83749

$constrained_dicdiff_without$min_dic_improvement
[1] -63.93554

$constrained_dicdiff_without$max_dic_improvement
[1] -7.698855

$constrained_dicdiff_without$N
[1] 19


$n.chains
[1] 4

$n.adapt
[1] 100

$burnin
[1] 50

$n.iter
[1] 100

$thin
[1] 1

